,school_name,state_name_latest_available_year,school_id_nces_assigned_latest_available_year,county_name,mailing_address_3,location_zip,magnet_school,shared_time_school,urban_centric_locale,school_wide_title_i,state_agency_id,state_school_id
746,COMMUNITY BASED CLASSROOMS,Maryland,240051001067,Prince George's County,†,20710,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-162220
747,COMMUNITY BASED EDUCATION,Virginia,510126000579,Fairfax County,†,22042,2-No,1-Yes,21-Suburb: Large,†,VA-029,VA-029-0290191
748,CONCORD ELEM,Virginia,510060000226,Campbell County,†,24538,2-No,2-No,42-Rural: Distant,1-Yes,VA-016,VA-016-0160130
749,CONCORD ELEMENTARY,Maryland,240051001013,Prince George's County,†,20747,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160647
750,CONNEXIONS: A  COMMUNITY BASED ARTS SCHOOL,Maryland,240009001302,Baltimore city,†,21216,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300325
751,CONOWINGO ELEMENTARY,Maryland,240024000566,Cecil County,†,21918,2-No,2-No,41-Rural: Fringe,†,MD-07,MD-07-070801
752,CONWAY ELEM,Virginia,510366002465,Stafford County,†,22405,2-No,2-No,22-Suburb: Mid-size,†,VA-089,VA-089-0890431
753,COOL SPRING ELEM,Virginia,510225002154,Loudoun County,†,20175,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530160
754,COOL SPRING ELEM,Virginia,510183001617,Hanover County,†,23116,2-No,2-No,21-Suburb: Large,†,VA-042,VA-042-0420551
755,COOL SPRING ELEM,Virginia,510291001202,Petersburg city,†,23803,2-No,2-No,21-Suburb: Large,1-Yes,VA-120,VA-120-1200110
756,COOL SPRING ELEMENTARY,Maryland,240051000510,Prince George's County,†,20783,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161725
757,COOL SPRING PRIMARY,Virginia,510212002339,King William County,†,23086,2-No,2-No,42-Rural: Distant,1-Yes,VA-050,VA-050-0500190
758,COOLIDGE HS,District of Columbia,110003000081,District of Columbia,†,20011,†,–,11-City: Large,–,DC-001,DC-001-455
759,COOP CTR FOR EXCEP CHILDREN,Virginia,510001402086,Galax city,†,24333,2-No,1-Yes,33-Town: Remote,†,VA-280,VA-280-2800010
760,COOPER LANE ELEMENTARY,Maryland,240051001014,Prince George's County,†,20784,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160213
761,COOPER MIDDLE,Virginia,510126000453,Fairfax County,†,22101,1-Yes,2-No,21-Suburb: Large,†,VA-029,VA-029-0291190
762,COPLE ELEM,Virginia,510398001765,Westmoreland County,†,22469,2-No,2-No,42-Rural: Distant,1-Yes,VA-095,VA-095-0950210
763,COPPER CREEK ELEM,Virginia,510342001518,Russell County,†,24224,2-No,2-No,42-Rural: Distant,2-No,VA-083,VA-083-0830820
764,COPPIN ACADEMY,Maryland,240009001530,Baltimore city,†,21216,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300432
765,CORA KELLY MAGNET ELEM,Virginia,510012001826,Alexandria city,†,22305,1-Yes,2-No,12-City: Mid-size,1-Yes,VA-101,VA-101-1010160
766,CORA L. RICE ELEMENTARY,Maryland,240051001222,Prince George's County,†,20785,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161347
767,CORKRAN MIDDLE SCHOOL,Maryland,240006000059,Anne Arundel County,†,21061,2-No,2-No,21-Suburb: Large,1-Yes,MD-02,MD-02-021043
768,CORNERSTONE LEARNING CENTER,Virginia,510060002332,Campbell County,†,24588,2-No,1-Yes,41-Rural: Fringe,†,VA-016,VA-016-0160822
769,CORPORATE LANDING ELEM,Virginia,510384000675,Virginia Beach city,†,23454,2-No,2-No,11-City: Large,†,VA-128,VA-128-1281041
770,CORPORATE LANDING MIDDLE,Virginia,510384001639,Virginia Beach city,†,23454,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280980
771,COSBY HIGH,Virginia,510084002661,Chesterfield County,†,23112,2-No,2-No,21-Suburb: Large,†,VA-021,VA-021-0210840
772,COUGAR ELEM,Virginia,510239002292,Manassas Park city,†,20111,2-No,2-No,21-Suburb: Large,1-Yes,VA-144,VA-144-1440522
773,COUNCIL ELEMENTARY/MIDDLE SCHOOL,Virginia,510051001897,Buchanan County,†,24260,2-No,2-No,42-Rural: Distant,1-Yes,VA-014,VA-014-0140090
774,COUNCIL HIGH,Virginia,510051000193,Buchanan County,†,24620,2-No,2-No,42-Rural: Distant,†,VA-014,VA-014-0141000
775,COUNTRYSIDE ELEM,Virginia,510225002413,Loudoun County,†,20165,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530890
776,COURTHOUSE ACADEMY PRGM.,Virginia,510364002749,Spotsylvania County,†,22553,2-No,1-Yes,41-Rural: Fringe,†,VA-088,VA-088-0880816
777,COURTHOUSE RD ELEM,Virginia,510364000969,Spotsylvania County,†,22553,2-No,2-No,22-Suburb: Mid-size,†,VA-088,VA-088-0880501
778,COURTLAND ELEM,Virginia,510364002133,Spotsylvania County,†,22553,2-No,2-No,22-Suburb: Mid-size,†,VA-088,VA-088-0880022
779,COURTLAND HIGH,Virginia,510364001873,Spotsylvania County,†,22553,2-No,2-No,22-Suburb: Mid-size,†,VA-088,VA-088-0880020
780,COVENTRY ELEM,Virginia,510415002172,York County,†,23693,2-No,2-No,21-Suburb: Large,†,VA-098,VA-098-0980090
781,COVINGTON HIGH,Virginia,510099000367,Covington city,†,24426,2-No,2-No,32-Town: Distant,†,VA-107,VA-107-1070350
782,COVINGTON-HARPER ELEMENTARY SCHOOL,VIRGINIA,510313003044,Prince William County,†,22026,2-No,2-No,21-Suburb: Large,†,VA-075,VA-075-0750309
783,CRADLEROCK ELEMENTARY,Maryland,240042001699,Howard County,†,21045,2-No,2-No,13-City: Small,1-Yes,MD-13,MD-13-130616
784,CRADOCK MIDDLE,Virginia,510300001234,Portsmouth city,†,23702,2-No,2-No,13-City: Small,†,VA-121,VA-121-1211130
785,CRADOCK TECHNICAL & CAREER CENTER,Virginia,510300002301,Portsmouth city,†,23702,2-No,1-Yes,13-City: Small,†,VA-121,VA-121-1211580
786,CRAIG COUNTY HIGH,Virginia,510102002111,Craig County,†,24127,2-No,2-No,42-Rural: Distant,†,VA-023,VA-023-0230011
787,CRAIGSVILLE ELEM,Virginia,510030000120,Augusta County,†,24430,2-No,2-No,42-Rural: Distant,1-Yes,VA-008,VA-008-0080370
788,CRANBERRY STATION ELEMENTARY,Maryland,240021001105,Carroll County,†,21157,2-No,2-No,41-Rural: Fringe,†,MD-06,MD-06-060715
789,CRATER JUVENILE DETENTION HOME,Virginia,510004202394,Prince George County,†,23842,2-No,2-No,41-Rural: Fringe,†,VA-901,VA-901-9010019
790,CREATIVE CITY PUBLIC CHARTER SCHOOL,Maryland,240009001716,Baltimore city,†,21215,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300384
791,CREATIVE MINDS INTERNATIONAL PCS,District of Columbia,110008400440,District of Columbia,†,20011,†,–,11-City: Large,–,DC-169,DC-169-3069
792,CREEDS ELEM,Virginia,510384001682,Virginia Beach city,†,23457,2-No,2-No,42-Rural: Distant,†,VA-128,VA-128-1280230
793,CREEKSIDE ELEM,Virginia,510371002630,Suffolk city,†,23435,2-No,2-No,21-Suburb: Large,1-Yes,VA-127,VA-127-1270440
794,CREIGHTON'S CORNER ELEM,Virginia,510225002773,Loudoun County,†,20148,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530540
795,CRELLIN ELEMENTARY,Maryland,240036000665,Garrett County,†,21550,2-No,2-No,42-Rural: Distant,1-Yes,MD-11,MD-11-111408
796,CRESAPTOWN ELEMENTARY,Maryland,240003000010,Allegany County,†,21502,2-No,2-No,41-Rural: Fringe,†,MD-01,MD-01-010701
797,CRESTHAVEN ELEMENTARY,Maryland,240048000814,Montgomery County,†,20903,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150808
798,CRESTVIEW ELEM,Virginia,510189000793,Henrico County,†,23226,2-No,2-No,21-Suburb: Large,†,VA-043,VA-043-0430400
799,CRESTWOOD ELEM,Virginia,510126000454,Fairfax County,†,22150,2-No,2-No,21-Suburb: Large,1-Yes,VA-029,VA-029-0290870
800,CRESTWOOD ELEM,Virginia,510084000325,Chesterfield County,†,23225,2-No,2-No,21-Suburb: Large,1-Yes,VA-021,VA-021-0210560
801,CRESTWOOD INTERMEDIATE,Virginia,510081000286,Chesapeake city,†,23320,2-No,2-No,21-Suburb: Large,1-Yes,VA-136,VA-136-1360700
802,CRESTWOOD MIDDLE,Virginia,510081000287,Chesapeake city,†,23320,2-No,2-No,21-Suburb: Large,†,VA-136,VA-136-1360560
803,CRESTWOOD MIDDLE,Maryland,240033001357,Frederick County,†,21703,2-No,2-No,22-Suburb: Mid-size,2-No,MD-10,MD-10-100227
804,CREWE PRIMARY,Virginia,510279001169,Nottoway County,†,23930,2-No,2-No,41-Rural: Fringe,1-Yes,VA-067,VA-067-0670330
805,CRISFIELD ACADEMY AND HIGH SCHOOL,Maryland,240057001201,Somerset County,†,21817,2-No,2-No,32-Town: Distant,†,MD-19,MD-19-190702
806,CRITTENDEN MIDDLE,Virginia,510264001237,Newport News city,†,23605,1-Yes,2-No,12-City: Mid-size,†,VA-117,VA-117-1171393
807,CRITZER ELEM,Virginia,510315001330,Pulaski County,†,24301,2-No,2-No,41-Rural: Fringe,1-Yes,VA-077,VA-077-0770020
808,CROFTON ELEMENTARY,Maryland,240006000060,Anne Arundel County,†,21114,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-023072
809,CROFTON MEADOWS ELEMENTARY,Maryland,240006001517,Anne Arundel County,†,21114,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-023362
810,CROFTON MIDDLE,Maryland,240006001403,Anne Arundel County,†,21054,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-023263
811,CROFTON WOODS ELEMENTARY,Maryland,240006000061,Anne Arundel County,†,21114,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-023082
812,CROMWELL VALLEY ELEMENTARY TECHNOLOGY,Maryland,240012000463,Baltimore County,†,21286,1-Yes,2-No,13-City: Small,†,MD-03,MD-03-030916
813,CROOM HIGH,Maryland,240051001463,Prince George's County,†,20623,2-No,2-No,41-Rural: Fringe,†,MD-16,MD-16-160303
814,CROSS COUNTRY ELEMENTARY/MIDDLE,Maryland,240009000182,Baltimore city,†,21215,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300247
815,CROSSFIELD ELEM,Virginia,510126002118,Fairfax County,†,20171,2-No,2-No,13-City: Small,†,VA-029,VA-029-0292020
816,CROSSLAND EVENING/SATURDAY HIGH,Maryland,240051001062,Prince George's County,†,20748,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-162213
817,CROSSLAND HIGH,Maryland,240051001017,Prince George's County,†,20748,1-Yes,2-No,21-Suburb: Large,†,MD-16,MD-16-161217
818,CROSSROADS ALTERNATIVE/BRISTOL CITY,Virginia,510008602357,Bristol city,†,24201,2-No,1-Yes,13-City: Small,†,VA-411,VA-411-4110411
819,CROSSROADS CENTER,Maryland,240012001649,Baltimore County,†,21220,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-030075
820,CROSSROADS ELEMENTARY,Virginia,510267001090,Norfolk city,†,23518,2-No,2-No,12-City: Mid-size,1-Yes,VA-118,VA-118-1180560
821,CROSSROADS MIDDLE SCHOOL,Maryland,240021001694,Carroll County,†,21157,2-No,2-No,41-Rural: Fringe,†,MD-06,MD-06-060726
822,CROZET ELEM,Virginia,510009000020,Albemarle County,†,22932,2-No,2-No,31-Town: Fringe,†,VA-002,VA-002-0020340
823,CRYSTAL SPRING ELEM,Virginia,510330000385,Roanoke city,†,24014,2-No,2-No,13-City: Small,†,VA-124,VA-124-1240020
824,CUB RUN ELEM,Virginia,510126002061,Fairfax County,†,20120,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291600
825,CUB RUN ELEM,Virginia,510339002782,Rockingham County,†,22846,2-No,2-No,41-Rural: Fringe,1-Yes,VA-082,VA-082-0820861
826,CULPEPER COUNTY HIGH,Virginia,510105000376,Culpeper County,†,22701,2-No,2-No,32-Town: Distant,†,VA-024,VA-024-0240480
827,CULPEPER MIDDLE,Virginia,510105000377,Culpeper County,†,22701,2-No,2-No,32-Town: Distant,†,VA-024,VA-024-0240020
828,CUMBERLAND ELEM,Virginia,510108000383,Cumberland County,†,23040,2-No,2-No,43-Rural: Remote,1-Yes,VA-025,VA-025-0250140
829,CUMBERLAND HIGH,Virginia,510108000057,Cumberland County,†,23040,2-No,2-No,43-Rural: Remote,†,VA-025,VA-025-0250151
830,CUMBERLAND MIDDLE,Virginia,510108000058,Cumberland County,†,23040,2-No,2-No,43-Rural: Remote,†,VA-025,VA-025-0250152
831,CUNNINGHAM PARK ELEM,Virginia,510126000455,Fairfax County,†,22180,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291700
832,CURTIS BAY ELEMENTARY/MIDDLE,Maryland,240009000183,Baltimore city,†,21225,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300207
833,D G COOLEY ELEM,Virginia,510087000354,Clarke County,†,22611,2-No,2-No,41-Rural: Fringe,2-No,VA-022,VA-022-0220290
834,D.J. MONTAGUE ELEM,Virginia,510402002171,James City County,†,23188,2-No,2-No,23-Suburb: Small,2-No,VA-131,VA-131-1310080
835,DALE CITY ELEM,Virginia,510313001291,Prince William County,†,22193,2-No,2-No,21-Suburb: Large,1-Yes,VA-075,VA-075-0750610
836,DALLAS F. NICHOLAS SR. ELEMENTARY,Maryland,240009000184,Baltimore city,†,21218,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300039
837,DAMASCUS ELEMENTARY,Maryland,240048000815,Montgomery County,†,20872,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150702
838,DAMASCUS HIGH,Maryland,240048001455,Montgomery County,†,20872,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150701
839,DAMASCUS MIDDLE,Virginia,510390001984,Washington County,†,24236,2-No,2-No,42-Rural: Distant,†,VA-094,VA-094-0940040
840,DAN RIVER HIGH,Virginia,510294001214,Pittsylvania County,†,24586,2-No,2-No,42-Rural: Distant,†,VA-071,VA-071-0711680
841,DAN RIVER MIDDLE,Virginia,510294001213,Pittsylvania County,†,24586,2-No,2-No,42-Rural: Distant,1-Yes,VA-071,VA-071-0711090
842,DANIEL MORGAN INTERMEDIATE SCHOOL,VIRGINIA,510405003042,Winchester city,†,22601,2-No,2-No,13-City: Small,†,VA-132,VA-132-1320075
843,DANIEL MORGAN MIDDLE,Virginia,510405001777,Winchester city,†,22601,2-No,2-No,13-City: Small,†,VA-132,VA-132-1320070
844,DANIEL OF ST. THOMAS JENIFER ELEMENTARY SCHOOL,MARYLAND,240027010501,Charles County,†,20603,2-No,2-No,22-Suburb: Mid-size,2-No,MD-08,MD-08-080617
845,DANIELS RUN ELEM,Virginia,510126002530,Fairfax city,†,22030,2-No,2-No,21-Suburb: Large,1-Yes,VA-029,VA-029-0292229
846,DARE ELEM,Virginia,510415001813,York County,†,23692,2-No,2-No,21-Suburb: Large,†,VA-098,VA-098-0980160
847,DARLINGTON ELEMENTARY,Maryland,240039000685,Harford County,†,21034,2-No,2-No,41-Rural: Fringe,†,MD-12,MD-12-120518
848,DARNESTOWN ELEMENTARY,Maryland,240048000817,Montgomery County,†,20878,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150351
849,DAVID A. DUTROW ELEM,Virginia,510264001044,Newport News city,†,23608,1-Yes,2-No,12-City: Mid-size,†,VA-117,VA-117-1170050
850,DAVID A. HARRISON ELEM,Virginia,510309001275,Prince George County,†,23842,2-No,2-No,42-Rural: Distant,2-No,VA-074,VA-074-0740340
851,DAVIDSONVILLE ELEMENTARY,Maryland,240006000062,Anne Arundel County,†,21035,2-No,2-No,41-Rural: Fringe,†,MD-02,MD-02-024122
852,DAVIS CAREER CENTER,Virginia,510126002008,Fairfax County,†,22043,2-No,1-Yes,21-Suburb: Large,†,VA-029,VA-029-0290450
853,DAVIS ELEM,Virginia,510189000812,Henrico County,†,23229,2-No,2-No,21-Suburb: Large,†,VA-043,VA-043-0430620
854,DAY TREATMENT PROGRAM,Virginia,510045001944,Washington County,†,24210,2-No,1-Yes,23-Suburb: Small,†,VA-102,VA-102-1020201
855,DAYTON OAKS,Maryland,240042001539,Howard County,†,21036,2-No,2-No,41-Rural: Fringe,†,MD-13,MD-13-130528
856,DC BILINGUAL PCS,District of Columbia,110004200273,District of Columbia,†,20011,†,–,11-City: Large,–,DC-114,DC-114-199
857,DC PREP PCS - ANACOSTIA ES,DISTRICT OF COLUMBIA,110004800501,District of Columbia,†,20020,†,–,11-City: Large,–,DC-115,DC-115-276
858,DC PREP PCS - BENNING ES,District of Columbia,110004800387,District of Columbia,†,20019,†,–,11-City: Large,–,DC-115,DC-115-1110
859,DC PREP PCS - BENNING MS,District of Columbia,110004800474,District of Columbia,†,20019,†,–,11-City: Large,–,DC-115,DC-115-218
860,DC PREP PCS - EDGEWOOD ES,District of Columbia,110004800388,District of Columbia,†,20017,†,–,11-City: Large,–,DC-115,DC-115-130
861,DC PREP PCS - EDGEWOOD MS,District of Columbia,110004800277,District of Columbia,†,20017,†,–,11-City: Large,–,DC-115,DC-115-196
862,DC SCHOLARS PCS,District of Columbia,110008500438,District of Columbia,†,20019,†,–,11-City: Large,–,DC-170,DC-170-3070
863,DEAL ISLAND SCHOOL,Maryland,240057001202,Somerset County,†,21821,2-No,2-No,42-Rural: Distant,†,MD-19,MD-19-191401
864,DEAL MS,District of Columbia,110003000138,District of Columbia,†,20016,†,–,11-City: Large,–,DC-001,DC-001-405
865,DEALE ELEMENTARY,Maryland,240006000063,Anne Arundel County,†,20751,2-No,2-No,31-Town: Fringe,†,MD-02,MD-02-024132
866,DEARINGTON ELEM/INNOVATION,Virginia,510234002205,Lynchburg city,†,24501,1-Yes,2-No,13-City: Small,1-Yes,VA-115,VA-115-1150070
867,DEEP CREEK CENTRAL ELEM,Virginia,510081002223,Chesapeake city,†,23323,2-No,2-No,21-Suburb: Large,†,VA-136,VA-136-1360660
868,DEEP CREEK ELEM,Virginia,510081000288,Chesapeake city,†,23323,2-No,2-No,21-Suburb: Large,†,VA-136,VA-136-1360210
869,DEEP CREEK ELEMENTARY,Maryland,240012000369,Baltimore County,†,21221,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031525
870,DEEP CREEK HIGH,Virginia,510081001832,Chesapeake city,†,23323,1-Yes,2-No,21-Suburb: Large,†,VA-136,VA-136-1360100
871,DEEP CREEK MIDDLE,Maryland,240012000370,Baltimore County,†,21221,1-Yes,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031557
872,DEEP CREEK MIDDLE,Virginia,510081000289,Chesapeake city,†,23323,2-No,2-No,21-Suburb: Large,†,VA-136,VA-136-1360610
873,DEEP RUN ELEMENTARY,Maryland,240042090448,Howard County,†,21075,2-No,2-No,21-Suburb: Large,1-Yes,MD-13,MD-13-130103
874,DEEP RUN HIGH,Virginia,510189002278,Henrico County,†,23059,1-Yes,2-No,21-Suburb: Large,†,VA-043,VA-043-0430160
875,DEER CROSSING ELEMENTARY,Maryland,240033000847,Frederick County,†,21774,2-No,2-No,22-Suburb: Mid-size,†,MD-10,MD-10-100917
876,DEER PARK ELEM,Virginia,510264001637,Newport News city,†,23601,1-Yes,2-No,12-City: Mid-size,†,VA-117,VA-117-1171398
877,DEER PARK ELEM,Virginia,510126000768,Fairfax County,†,20120,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0292204
878,DEER PARK ELEMENTARY,Maryland,240012000371,Baltimore County,†,21117,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-030216
879,DEER PARK MIDDLE MAGNET SCHOOL,Maryland,240012000372,Baltimore County,†,21133,1-Yes,2-No,21-Suburb: Large,†,MD-03,MD-03-030254
880,DEERFIELD ELEMENTARY,Maryland,240039000686,Harford County,†,21040,2-No,2-No,22-Suburb: Mid-size,1-Yes,MD-12,MD-12-120120
881,DEERFIELD RUN ELEMENTARY,Maryland,240051001018,Prince George's County,†,20708,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161435
882,DELMAR ELEMENTARY,Maryland,240069001300,Wicomico County,†,21875,2-No,2-No,23-Suburb: Small,†,MD-22,MD-22-221103
883,DEMOCRACY PREP CONGRESS HEIGHTS PCS,DISTRICT OF COLUMBIA,110009500485,District of Columbia,†,20032,†,–,11-City: Large,–,DC-179,DC-179-234
884,DENBIGH EARLY CHILDHOOD CENTER,Virginia,510264002296,Newport News city,†,23608,2-No,2-No,12-City: Mid-size,1-Yes,VA-117,VA-117-1171402
885,DENBIGH HIGH,Virginia,510264001047,Newport News city,†,23608,1-Yes,2-No,12-City: Mid-size,†,VA-117,VA-117-1170280
886,DENTON ELEMENTARY SCHOOL,Maryland,240018000520,Caroline County,†,21629,2-No,2-No,32-Town: Distant,1-Yes,MD-05,MD-05-050301
887,DIAMOND ELEMENTARY,Maryland,240048000818,Montgomery County,†,20878,2-No,2-No,13-City: Small,†,MD-15,MD-15-150570
888,DIAMOND SPRINGS ELEM,Virginia,510384002770,Virginia Beach city,†,23462,2-No,2-No,11-City: Large,1-Yes,VA-128,VA-128-1280106
889,DICKEY HILL ELEMENTARY/MIDDLE,Maryland,240009000186,Baltimore city,†,21207,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300201
890,DIGITAL HARBOR HIGH SCHOOL,Maryland,240009001313,Baltimore city,†,21230,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300416
891,DIGITAL PIONEERS ACADEMY PCS,DISTRICT OF COLUMBIA,110010900521,District of Columbia,†,20020,†,–,11-City: Large,–,DC-317,DC-317-1038
892,DINWIDDIE ELEM,Virginia,510117000411,Dinwiddie County,†,23841,2-No,2-No,42-Rural: Distant,1-Yes,VA-027,VA-027-0270310
893,DINWIDDIE HIGH,Virginia,510117000410,Dinwiddie County,†,23841,2-No,2-No,42-Rural: Distant,†,VA-027,VA-027-0270500
894,DINWIDDIE MIDDLE,Virginia,510117000409,Dinwiddie County,†,23841,2-No,2-No,42-Rural: Distant,†,VA-027,VA-027-0270471
895,DISCOVERY ELEM,VIRGINIA,510027003006,Arlington County,†,22207,2-No,2-No,12-City: Mid-size,†,VA-007,VA-007-0070626
896,DISCOVERY ELEM,Virginia,510225002955,Loudoun County,†,20147,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0531000
897,DISCOVERY STEM ACADEMY,Virginia,510264001062,Newport News city,†,23607,2-No,2-No,12-City: Mid-size,1-Yes,VA-117,VA-117-1170130
